,Unnamed: 0_x,fec_candidate_id,short_title_x,first_name_x,last_name_x,party_x,date_of_birth_x,gender_x,state_x,Unnamed: 0_y,short_title_y,first_name_y,last_name_y,party_y,date_of_birth_y,gender_y,state_y,speaker
362,70,S2WA00189,Sen.,Patty,Murray,D,1950-10-11,F,WA,66,Sen.,Patty,Murray,D,1950-10-11,F,WA,patty murray
363,72,S0KY00156,Sen.,Rand,Paul,R,1963-01-07,M,KY,67,Sen.,Rand,Paul,R,1963-01-07,M,KY,rand paul
364,73,S4GA11285,Sen.,David,Perdue,R,1949-12-10,M,GA,68,Sen.,David,Perdue,R,1949-12-10,M,GA,david perdue
365,74,S4MI00355,Sen.,Gary,Peters,D,1958-12-01,M,MI,69,Sen.,Gary,Peters,D,1958-12-01,M,MI,gary peters
366,75,S0OH00133,Sen.,Rob,Portman,R,1955-12-19,M,OH,70,Sen.,Rob,Portman,R,1955-12-19,M,OH,rob portman
367,76,S6RI00163,Sen.,Jack,Reed,D,1949-11-12,M,RI,71,Sen.,Jack,Reed,D,1949-11-12,M,RI,jack reed
368,77,S8ID00092,Sen.,Jim,Risch,R,1943-05-03,M,ID,72,Sen.,Jim,Risch,R,1943-05-03,M,ID,jim risch
369,78,S6KS00080,Sen.,Pat,Roberts,R,1936-04-20,M,KS,73,Sen.,Pat,Roberts,R,1936-04-20,M,KS,pat roberts
370,79,S4SD00049,Sen.,Mike,Rounds,R,1954-10-24,M,SD,76,Sen.,Mike,Rounds,R,1954-10-24,M,SD,mike rounds
371,80,S0FL00338,Sen.,Marco,Rubio,R,1971-05-28,M,FL,77,Sen.,Marco,Rubio,R,1971-05-28,M,FL,marco rubio
372,82,S4NE00090,Sen.,Ben,Sasse,R,1972-02-22,M,NE,79,Sen.,Ben,Sasse,R,1972-02-22,M,NE,ben sasse
373,83,S4HI00136,Sen.,Brian,Schatz,D,1972-10-20,M,HI,80,Sen.,Brian,Schatz,D,1972-10-20,M,HI,brian schatz
374,84,S8NY00082,Sen.,Charles,Schumer,D,1950-11-23,M,NY,81,Sen.,Charles,Schumer,D,1950-11-23,M,NY,charles schumer
375,87,S0NH00219,Sen.,Jeanne,Shaheen,D,1947-01-28,F,NH,84,Sen.,Jeanne,Shaheen,D,1947-01-28,F,NH,jeanne shaheen
376,88,S6AL00013,Sen.,Richard,Shelby,R,1934-05-06,M,AL,85,Sen.,Richard,Shelby,R,1934-05-06,M,AL,richard shelby
377,90,S8MI00281,Sen.,Debbie,Stabenow,D,1950-04-29,F,MI,88,Sen.,Debbie,Stabenow,D,1950-04-29,F,MI,debbie stabenow
378,92,S4AK00214,Sen.,Dan,Sullivan,R,1964-11-13,M,AK,89,Sen.,Dan,Sullivan,R,1964-11-13,M,AK,dan sullivan
379,93,S6MT00162,Sen.,Jon,Tester,D,1956-08-21,M,MT,90,Sen.,Jon,Tester,D,1956-08-21,M,MT,jon tester
380,94,S2SD00068,Sen.,John,Thune,R,1961-01-07,M,SD,91,Sen.,John,Thune,R,1961-01-07,M,SD,john thune
381,95,S4NC00162,Sen.,Thom,Tillis,R,1960-08-30,M,NC,92,Sen.,Thom,Tillis,R,1960-08-30,M,NC,thom tillis
382,96,S4PA00121,Sen.,Patrick,Toomey,R,1961-11-17,M,PA,93,Sen.,Patrick,Toomey,R,1961-11-17,M,PA,patrick toomey
383,99,S6VA00093,Sen.,Mark,Warner,D,1954-12-15,M,VA,96,Sen.,Mark,Warner,D,1954-12-15,M,VA,mark warner
384,100,S2MA00170,Sen.,Elizabeth,Warren,D,1949-06-22,F,MA,97,Sen.,Elizabeth,Warren,D,1949-06-22,F,MA,elizabeth warren
385,101,S6RI00221,Sen.,Sheldon,Whitehouse,D,1955-10-20,M,RI,98,Sen.,Sheldon,Whitehouse,D,1955-10-20,M,RI,sheldon whitehouse
386,103,S6OR00110,Sen.,Ron,Wyden,D,1949-05-03,M,OR,100,Sen.,Ron,Wyden,D,1949-05-03,M,OR,ron wyden
