,fec_candidate_id,speaker,short_title,last_name,first_name,party,date_of_birth,gender,state
317,H0AR03055,steve womack,Rep.,Womack,Steve,R,1957-02-18,M,AR
318,H0GA07133,rob woodall,Rep.,Woodall,Rob,R,1970-02-11,M,GA
319,H6KY03124,john yarmuth,Rep.,Yarmuth,John,D,1947-11-04,M,KY
320,H2FL06109,ted yoho,Rep.,Yoho,Ted,R,1955-04-13,M,FL
321,H6AK00045,don young,Rep.,Young,Don,R,1933-06-09,M,AK
322,H8NY01148,lee zeldin,Rep.,Zeldin,Lee,R,1980-01-30,M,NY
323,S2TN00058,lamar alexander,Sen.,Alexander,Lamar,R,1940-07-03,M,TN
324,S6WY00068,john barrasso,Sen.,Barrasso,John,R,1952-07-21,M,WY
325,S0CO00211,michael bennet,Sen.,Bennet,Michael,D,1964-11-28,M,CO
326,S0CT00177,richard blumenthal,Sen.,Blumenthal,Richard,D,1946-02-13,M,CT
327,S4NJ00185,cory booker,Sen.,Booker,Cory,D,1969-04-27,M,NJ
328,S4NC00089,richard burr,Sen.,Burr,Richard,R,1955-11-30,M,NC
329,S8WA00194,maria cantwell,Sen.,Cantwell,Maria,D,1958-10-13,F,WA
330,S8DE00079,thomas carper,Sen.,Carper,Thomas,D,1947-01-23,M,DE
331,S6PA00217,bob casey,Sen.,Casey,Bob,D,1960-04-13,M,PA
332,S6ME00159,susan collins,Sen.,Collins,Susan,R,1952-12-07,F,ME
333,S0DE00092,christopher coons,Sen.,Coons,Christopher,D,1963-09-09,M,DE
334,S2TX00106,john cornyn,Sen.,Cornyn,John,R,1952-02-02,M,TX
335,S6NV00200,catherine cortez masto,Sen.,Cortez Masto,Catherine,D,1964-03-29,F,NV
336,S8ID00027,michael crapo,Sen.,Crapo,Michael,R,1951-05-20,M,ID
337,S2TX00312,ted cruz,Sen.,Cruz,Ted,R,1970-12-22,M,TX
338,S2MT00096,steve daines,Sen.,Daines,Steve,R,1962-08-20,M,MT
339,S6IL00151,richard durbin,Sen.,Durbin,Richard,D,1944-11-21,M,IL
340,S6WY00126,michael enzi,Sen.,Enzi,Michael,R,1944-02-01,M,WY
341,S4IA00129,joni ernst,Sen.,Ernst,Joni,R,1970-07-01,F,IA
342,S0CA00199,dianne feinstein,Sen.,Feinstein,Dianne,D,1933-06-22,F,CA
343,S2NE00094,deb fischer,Sen.,Fischer,Deb,R,1951-03-01,F,NE
344,S4CO00395,cory gardner,Sen.,Gardner,Cory,R,1974-08-22,M,CO
345,S0SC00149,lindsey graham,Sen.,Graham,Lindsey,R,1955-07-09,M,SC
346,S0IA00028,charles grassley,Sen.,Grassley,Charles,R,1933-09-17,M,IA
347,S6CA00584,kamala harris,Sen.,Harris,Kamala,D,1964-10-20,F,CA
348,S6NH00091,margaret hassan,Sen.,Hassan,Margaret,D,1958-02-27,F,NH
349,S0ND00093,john hoeven,Sen.,Hoeven,John,R,1957-03-13,M,ND
350,S4OK00083,james inhofe,Sen.,Inhofe,James,R,1934-11-17,M,OK
351,S0WI00197,ron johnson,Sen.,Johnson,Ron,R,1955-04-08,M,WI
352,S2VA00142,tim kaine,Sen.,Kaine,Tim,D,1958-02-26,M,VA
353,S4LA00065,john kennedy,Sen.,Kennedy,John,R,1951-11-21,M,LA
354,S2ME00109,angus king,Sen.,King,Angus,ID,1944-03-31,M,ME
355,S6MN00267,amy klobuchar,Sen.,Klobuchar,Amy,D,1960-05-25,F,MN
356,S4VT00017,patrick leahy,Sen.,Leahy,Patrick,D,1940-03-31,M,VT
357,S0UT00165,mike lee,Sen.,Lee,Mike,R,1971-06-04,M,UT
358,S0WV00090,joe manchin,Sen.,Manchin,Joe,D,1947-08-24,M,WV
359,S2KY00012,mitch mcconnell,Sen.,McConnell,Mitch,R,1942-02-20,M,KY
360,S8OR00207,jeff merkley,Sen.,Merkley,Jeff,D,1956-10-24,M,OR
361,S4AK00099,lisa murkowski,Sen.,Murkowski,Lisa,R,1957-05-22,F,AK
362,S2WA00189,patty murray,Sen.,Murray,Patty,D,1950-10-11,F,WA
363,S0KY00156,rand paul,Sen.,Paul,Rand,R,1963-01-07,M,KY
364,S4GA11285,david perdue,Sen.,Perdue,David,R,1949-12-10,M,GA
365,S4MI00355,gary peters,Sen.,Peters,Gary,D,1958-12-01,M,MI
366,S0OH00133,rob portman,Sen.,Portman,Rob,R,1955-12-19,M,OH
367,S6RI00163,jack reed,Sen.,Reed,Jack,D,1949-11-12,M,RI
368,S8ID00092,jim risch,Sen.,Risch,Jim,R,1943-05-03,M,ID
369,S6KS00080,pat roberts,Sen.,Roberts,Pat,R,1936-04-20,M,KS
370,S4SD00049,mike rounds,Sen.,Rounds,Mike,R,1954-10-24,M,SD
371,S0FL00338,marco rubio,Sen.,Rubio,Marco,R,1971-05-28,M,FL
372,S4NE00090,ben sasse,Sen.,Sasse,Ben,R,1972-02-22,M,NE
373,S4HI00136,brian schatz,Sen.,Schatz,Brian,D,1972-10-20,M,HI
374,S8NY00082,charles schumer,Sen.,Schumer,Charles,D,1950-11-23,M,NY
375,S0NH00219,jeanne shaheen,Sen.,Shaheen,Jeanne,D,1947-01-28,F,NH
376,S6AL00013,richard shelby,Sen.,Shelby,Richard,R,1934-05-06,M,AL
377,S8MI00281,debbie stabenow,Sen.,Stabenow,Debbie,D,1950-04-29,F,MI
378,S4AK00214,dan sullivan,Sen.,Sullivan,Dan,R,1964-11-13,M,AK
379,S6MT00162,jon tester,Sen.,Tester,Jon,D,1956-08-21,M,MT
380,S2SD00068,john thune,Sen.,Thune,John,R,1961-01-07,M,SD
381,S4NC00162,thom tillis,Sen.,Tillis,Thom,R,1960-08-30,M,NC
382,S4PA00121,patrick toomey,Sen.,Toomey,Patrick,R,1961-11-17,M,PA
383,S6VA00093,mark warner,Sen.,Warner,Mark,D,1954-12-15,M,VA
384,S2MA00170,elizabeth warren,Sen.,Warren,Elizabeth,D,1949-06-22,F,MA
385,S6RI00221,sheldon whitehouse,Sen.,Whitehouse,Sheldon,D,1955-10-20,M,RI
386,S6OR00110,ron wyden,Sen.,Wyden,Ron,D,1949-05-03,M,OR
