,fec_candidate_id,short_title,first_name,last_name,party,date_of_birth,gender,state
395,H6NY03247,Rep.,Thomas,Suozzi,D,1962-08-31,M,NY
396,H2CA15094,Rep.,Eric,Swalwell,D,1980-11-16,M,CA
397,H2CA43245,Rep.,Mark,Takano,D,1960-12-10,M,CA
398,H8TX03123,Rep.,Van,Taylor,R,1972-08-01,M,TX
399,H8PA05071,Rep.,Glenn,Thompson,R,1959-07-27,M,PA
400,H4MS02068,Rep.,Bennie,Thompson,D,1948-01-28,M,MS
401,H8CA01109,Rep.,Mike,Thompson,D,1951-01-24,M,CA
402,H4TX13014,Rep.,William,Thornberry,R,1958-07-15,M,TX
404,H8SC04250,Rep.,William,Timmons,R,1984-04-30,M,SC
405,H6CO03139,Rep.,Scott,Tipton,R,1956-11-09,M,CO
406,H8NV03036,Rep.,Dina,Titus,D,1950-05-23,F,NV
407,H8MI13250,Rep.,Rashida,Tlaib,D,1976-07-24,F,MI
408,H8NY21203,Rep.,Paul,Tonko,D,1949-06-18,M,NY
409,H4CA35031,Rep.,Norma,Torres,D,1965-04-04,F,CA
410,H8NM02248,Rep.,Xochitl,Torres Small,D,1984-11-15,F,NM
411,H8MA03106,Rep.,Lori,Trahan,D,1973-10-27,F,MA
412,H6MD08549,Rep.,David,Trone,D,1955-09-21,M,MD
413,H2OH03067,Rep.,Michael,Turner,R,1960-01-11,M,OH
414,H8IL14174,Rep.,Lauren,Underwood,D,1986-10-04,F,IL
415,H6MI04113,Rep.,Fred,Upton,R,1953-04-23,M,MI
416,H8NJ02166,Rep.,Jefferson,Van Drew,D,1953-02-23,M,NJ
417,H8NJ02166,Rep.,Jefferson,Van Drew,R,1953-02-23,M,NJ
418,H2CA50026,Rep.,Juan,Vargas,D,1961-03-07,M,CA
419,H2TX33073,Rep.,Marc,Veasey,D,1971-01-03,M,TX
420,H2TX27190,Rep.,Filemon,Vela,D,1963-02-13,M,TX
421,H2NY00010,Rep.,Nydia,Velázquez,D,1953-03-28,F,NY
422,H4IN01012,Rep.,Peter,Visclosky,D,1949-08-13,M,IN
423,H2MO02102,Rep.,Ann,Wagner,R,1962-09-13,F,MO
424,H4MI07103,Rep.,Tim,Walberg,R,1951-04-12,M,MI
425,H6OR02116,Rep.,Greg,Walden,R,1957-01-10,M,OR
426,H4NC06052,Rep.,Mark,Walker,R,1969-05-20,M,NC
427,H0IN02190,Rep.,Jackie,Walorski,R,1963-08-17,F,IN
428,H8FL06148,Rep.,Michael,Waltz,R,1974-01-31,M,FL
429,H4FL20023,Rep.,Debbie,Wasserman Schultz,D,1966-09-27,F,FL
430,H4CA23011,Rep.,Maxine,Waters,D,1938-08-15,F,CA
431,H8KS02199,Rep.,Steven,Watkins,R,1976-09-18,M,KS
432,H4NJ12149,Rep.,Bonnie,Watson Coleman,D,1945-02-06,F,NJ
433,H2TX14149,Rep.,Randy,Weber,R,1953-07-02,M,TX
434,H0FL08208,Rep.,Daniel,Webster,R,1949-04-27,M,FL
435,H6VT00160,Rep.,Peter,Welch,D,1947-05-02,M,VT
436,H2OH02085,Rep.,Brad,Wenstrup,R,1958-06-17,M,OH
437,H4AR04048,Rep.,Bruce,Westerman,R,1967-11-18,M,AR
438,H8VA10106,Rep.,Jennifer,Wexton,D,1968-05-27,F,VA
439,H8PA15229,Rep.,Susan,Wild,D,1957-06-07,F,PA
440,H2TX33040,Rep.,Roger,Williams,R,1949-09-13,M,TX
441,H2SC02059,Rep.,Joe,Wilson,R,1947-07-31,M,SC
442,H0FL17068,Rep.,Frederica,Wilson,D,1942-11-05,F,FL
443,H8VA01147,Rep.,Robert,Wittman,R,1959-02-03,M,VA
444,H0AR03055,Rep.,Steve,Womack,R,1957-02-18,M,AR
445,H0GA07133,Rep.,Rob,Woodall,R,1970-02-11,M,GA
446,H8TX06233,Rep.,Ron,Wright,R,1953-04-08,M,TX
447,H6KY03124,Rep.,John,Yarmuth,D,1947-11-04,M,KY
448,H2FL06109,Rep.,Ted,Yoho,R,1955-04-13,M,FL
449,H6AK00045,Rep.,Don,Young,R,1933-06-09,M,AK
450,H8NY01148,Rep.,Lee,Zeldin,R,1980-01-30,M,NY
